,Production company,Wikipedia movie ID
4229,20th Century Studios,5574594
4230,4 1/2 Film,15147321
4231,,2511267
4232,Blender Foundation,4306621
4233,Disney Channel,3463364
4234,Troma Entertainment,5327757
4235,42 km film,11771485
4236,,9457115
4237,Icon Productions,2308701
4238,Revolution Studios,2864621
4239,,7764053
4240,Focus Features,4066047
4241,,3746749
4242,Lionsgate,6719022
4243,Robert Simonds Productions,2581392
4244,Emmett/Furla Films,4415359
4245,Paramount Pictures,2021700
4246,Warner Bros.,5334800
4247,,8433769
4248,DreamWorks,3825963
4249,Curious Pictures,6133862
4250,Paramount Vantage,3060756
4251,coop99,4121843
4252,,14472255
4253,Warp Films,9199781
4254,Medusa Film,11745593
4255,Shady Acres Entertainment,5444611
4256,Lakeshore Village Entertainment,6432572
4257,Legendary Pictures,4326127
4258,Twisted Pictures,3636498
4259,,3755901
4260,,12673625
4261,Pierrot,5297549
4262,Searchlight Pictures,3487956
4263,Nickelodeon Movies,2810158
4264,Studio Ghibli,6707806
4265,Touchstone Pictures,26271368
4266,Warner Bros.,1499348
4267,Brad Grey Pictures,2486990
4268,Columbia Pictures,4018828
4269,Red Hour Productions,2420966
4270,Walt Disney Pictures,2004939
4271,,8293411
4272,Universal Pictures,2574924
4273,Scott Glosserman,9235373
4274,Original Film,2913859
4275,Saturn Films,5515243
4276,,4939088
4277,Walt Disney Pictures,2698486
4278,Apatow Productions,2886036
4279,Paramount Pictures,3978163
4280,Paramount Pictures,3837375
4281,DreamWorks Animation,30860835
4282,Metro-Goldwyn-Mayer,2887437
4283,Sony Pictures,6558325
4284,,4033849
4285,,2310118
4286,Touchstone Pictures,3244005
4287,,4919819
4288,,3843878
4289,,3216798
4290,,3216798
4291,Walt Disney Pictures,2698372
4292,Regency Enterprises,4933146
4293,,9559119
4294,20th Century Studios,1278589
4295,DreamWorks,2950304
4296,A Band Apart,8586619
4297,20th Century Studios,6745617
4298,Searchlight Pictures,11862690
4299,Paramount Pictures,1964091
4300,,9441132
4301,Walt Disney Pictures,14941280
4302,New Line Cinema,2222699
4303,Constantin Film,2271177
4304,Silver Pictures,12000999
4305,,14238656
4306,TriStar Pictures,8851344
4307,Dimension Films,8586622
4308,Millennium Films,4059223
4309,Warner Bros.,7404698
4310,Jerry Bruckheimer Films,1689394
4311,Paramount Vantage,3213691
4312,Apatow Productions,4295195
4313,Ingenious Media,4265347
4314,,13473620
4315,Sony Pictures Classics,11347793
4316,,13093495
4317,Paramount Vantage,11893755
4318,Castle Rock Entertainment,10746393
4319,Paramount Pictures,3479886
4320,StudioCanal,3006708
4321,Heyday Films,670407
4322,Scott Rudin Productions,12746058
4323,Warner Bros.,7682778
4324,20th Century Animation,1424178
4325,Paramount Pictures,6937139
4326,DreamWorks,2236472
4327,Killer Films,7111027
4328,Warner Bros.,3723947
4329,DreamWorks,5456819
4330,New Line Cinema,1355085
4331,Searchlight Pictures,11744082
4332,Ulrich Seidl Film Produktion,19148195
4333,Screen Gems,5102319
4334,Warner Bros.,6641931
4335,DNA Films,3252860
4336,Searchlight Pictures,6238106
4337,DreamWorks,5549065
4338,Paramount Pictures,24366494
4339,Apatow Productions,6254878
4340,Paramount Vantage,3920193
4341,HanWay Films,3033993
4342,,9051332
4343,Alcon Entertainment,10610533
4344,Walt Disney Pictures,5138153
4345,20th Century Studios,1752246
4346,Relativity Media,4270540
4347,Tollin/Robbins Productions,5733558
4348,,9544391
4349,StudioCanal,4902239
4350,Romero-Grunwald Productions,6713041
4351,Metro-Goldwyn-Mayer,12111728
4352,,4921024
4353,,19666807
4354,,4728208
4355,,8559494
4356,di Bonaventura Pictures,6469252
4357,Lionsgate,21132240
4358,20th Century Studios,7902455
4359,Television of Catalonia,12139040
4360,,4777324
4361,,13379536
4362,Spyglass Media Group,6752032
4363,Metro-Goldwyn-Mayer,10050056
4364,Cinéfondation,11921473
4365,OXYBOT,12790367
4366,Toei Company,8094043
4367,,11408406
4368,,11383001
4369,,659894
4370,Mobra Films,11455154
4371,,9990987
4372,Canal+,11435243
4373,Section Eight Productions,5968326
4374,Mandate Pictures,4443534
4375,Corazón International,13399638
4376,,5985595
4377,Walt Disney Animation Studios,2017208
4378,,6920292
4379,Fox Atomic,5971538
4380,Participant,16606034
4381,Castle Rock Entertainment,8548898
4382,Plan B Entertainment,8949714
4383,Millennium Media,13225630
4384,,12117643
4385,Miramax,5565988
4386,Miramax,5565988
4387,Paramount Vantage,11963262
4388,Paramount Vantage,11963262
4389,Crystal Sky Pictures,8455316
4390,Screen Gems,4572965
4391,,8448026
4392,New Line Cinema,7920068
4393,,13275999
4394,Universal Pictures,8351476
4395,WWE Studios,4220121
4396,Bones,13800782
4397,,36454546
4398,,16174644
4399,StudioCanal,4758386
4400,,4757039
4401,Metro-Goldwyn-Mayer,12685170
4402,,5254729
4403,Australian Film Finance Corporation Limited,10538405
4404,,17595982
4405,Focus Features,5425205
4406,Warner Bros.,2572851
4407,Légende Entreprises,10249080
4408,Universal Pictures,10440784
4409,Dimension Films,4639222
4410,StudioCanal,1027060
4411,The Weinstein Company,4410141
4412,Dimension Films,8432450
4413,Walden Media,7865977
4414,,13490096
4415,,10071778
4416,Entre Chien et Loup,11765429
4417,,12657358
4418,Canal+,29778537
4419,,13413539
4420,Touchstone Pictures,4750927
4421,,12634263
4422,,16660805
4423,,11665498
4424,Dimension Films,3623103
4425,Dimension Films,3623103
4426,,10466696
4427,Khara,13083579
4428,,7644703
4429,DreamWorks,5264560
4430,Imagi Animation Studios,3260698
4431,,19848011
4432,,16400283
4433,,9317122
4434,TriStar Pictures,8002658
4435,Revolution Studios,4399897
4436,New Line Cinema,4476914
4437,Lionsgate,13679495
4438,,10802011
4439,,9061009
4440,New Line Cinema,12260258
4441,2929 Entertainment,5727920
4442,Metro-Goldwyn-Mayer,1976777
4443,Gold Circle Films,8850105
4444,,8464511
4445,,20048607
4446,,21965295
4447,,7514063
4448,MTV Films,7764212
4449,2929 Entertainment,7160018
4450,,4871852
4451,20th Century Studios,3654271
4452,Yash Raj Films,6739637
4453,,893465
4454,,4401133
4455,,13048086
4456,The Asylum,12143456
4457,,10444955
4458,Columbia Pictures,702117
4459,Focus Features,5631382
4460,,18216602
4461,Universal Pictures,1854000
4462,Twisted Pictures,6098808
4463,DreamWorks,7261333
4464,,19571819
4465,Disney Channel,4006786
4466,,32581343
4467,Twisted Pictures,7694669
4468,Paul Schiff,7892732
4469,Revolution Studios,7128657
4470,Virtual Studios,4207567
4471,Picturehouse,8172248
4472,Sonar Entertainment,20185493
4473,,16280232
4474,,5420277
4475,,17124686
4476,Pierrot,12212748
4477,,3909180
4478,The Weinstein Company,3303413
4479,United Artists Corporation,8317598
4480,,20028957
4481,Phoenix Pictures,2654186
4482,Imagine Entertainment,5017604
4483,DreamWorks Animation,2863319
4484,New Line Cinema,8538374
4485,,14009165
4486,,9129701
4487,Dark Castle Entertainment,2016450
4488,Plan B Entertainment,2639650
4489,Davis Entertainment,5439220
4490,Universal Pictures,10501623
4491,Walt Disney Pictures,5349123
4492,Davis Entertainment,11530657
4493,Columbia Pictures,2246413
4494,Revolution Studios,2910322
4495,,3140828
4496,MWM Studios,4783144
4497,Warner Bros.,2236976
4498,Searchlight Pictures,16506358
4499,Walt Disney Pictures,3710785
4500,Sony Pictures Imageworks,2811955
4501,Screen Gems,12898367
4502,Warner Bros. Home Entertainment,9885736
4503,,17903453
4504,Sony Pictures,6845157
4505,Pixar,8980330
4506,Relativity Media,12160883
4507,20th Century Studios,3427182
4508,Focus Features,9541497
4509,Relativity Media,10433895
4510,Warner Bros.,4276475
4511,Spyglass Media Group,12918906
4512,Columbia Pictures,20926377
4513,Grosvenor Park Productions,14076686
4514,Village Roadshow Pictures,8219325
4515,Spyglass Media Group,9395068
4516,20th Century Studios,12576807
4517,Relativity Media,12696049
4518,Plum Pictures,17830752
4519,New Line Cinema,5191706
4520,Original Film,11763661
4521,Marvel Studios,5676692
4522,Arnon Milchan,13393041
4523,Relativity Media,8344046
4524,Village Roadshow Pictures,8737659
4525,Regency Enterprises,7845053
4526,New Line Cinema,9617369
4527,Marvel Studios,5476946
4528,New Line Cinema,15398161
4529,Mandate Pictures,14238581
4530,20th Century Studios,13439139
4531,Universal Pictures,5292154
4532,Relativity Media,13253566
4533,Walt Disney Animation Studios,2017211
4534,Fandango,17578316
4535,EuropaCorp,15968423
4536,Mediapro,10780993
4537,Celador,15233369
4538,Courtney Hunt,14812001
4539,Miramax,14965069
4540,Apatow Productions,7984798
4541,Red Hour Productions,11942501
4542,,12005853
4543,Babelsberg Film GmbH,14149346
4544,Capcom,14726855
4545,Saturn Films,15122117
4546,Imagine Entertainment,10825132
4547,20th Century Studios,14733483
4548,Warner Bros.,18953471
4549,New Line Cinema,6846215
4550,Walt Disney Pictures,16204877
4551,Playtone,8425661
4552,HanWay Films,14142753
4553,Focus Features,10353968
4554,Diane English,13361675
4555,,11760799
4556,Columbia Pictures,9264341
4557,EuropaCorp,15593618
4558,Lionsgate,10398987
4559,DreamWorks,14090644
4560,Walt Disney Pictures,9391085
4561,Sony Pictures,2969247
4562,Studio Ghibli,10149834
4563,Universal Pictures,16125220
4564,Disneytoon Studios,5641391
4565,,15541969
4566,Summit Entertainment,16733548
4567,,18678217
4568,Ealing Studios,16855103
4569,Maverick Films,14277334
4570,Warner Bros.,17016725
4571,,2881459
4572,The Kennedy/Marshall Company,8031432
4573,DreamWorks,15881207
4574,,26377050
4575,,8775743
4576,Screen Gems,16794053
4577,Twisted Pictures,9808649
4578,StudioCanal,13023421
4579,Recorded Picture Company,18798841
4580,Nikkatsu,17516655
4581,Trigger Street Productions,244897
4582,,24583717
4583,TBS Holdings Inc.,21088389
4584,,25581548
4585,Bad Robot Productions,12064359
4586,New Line Cinema,14706880
4587,Searchlight Pictures,16751513
4588,,19463368
4589,Working Title Films,12130331
4590,Relativity Media,18640305
4591,Lucasfilm,1252914
4592,Walden Media,1882179
4593,,28827117
4594,Metro-Goldwyn-Mayer,8929476
4595,Thin Man Films,14286254
4596,Summit Entertainment,11222156
4597,Blue Sky Studios,6002183
4598,Relativity Media,6703617
4599,,7591721
4600,Metropolitan Filmexport,15053838
4601,Dead Gentlemen Productions,12532758
4602,40 Acres & A Mule Filmworks,13838662
4603,Warner Bros.,12207260
4604,Metro-Goldwyn-Mayer,8929212
4605,Universal Pictures,12230323
4606,Canal+,17871789
4607,Canal+,17871789
4608,Sidney Kimmel Entertainment,7167797
4609,BBC Film,6961461
4610,Relativity Media,12752776
4611,Sherwood Pictures,14037329
4612,,17208834
4613,,19379236
4614,Bridgit Folman Film Gang,17441828
4615,Apatow Productions,9264265
4616,20th Century Studios,8078282
4617,,221858
4618,The Weinstein Company,15257713
4619,Millennium Films,13439264
4620,Cinema Management Group,21705780
4621,Columbia Pictures,15762321
4622,,20978682
4623,,20015755
4624,,17478415
4625,,15033706
4626,Stage 6 Films,11412224
4627,,15400276
4628,20th Century Studios,9355314
4629,Constantin Film,12993849
4630,The Weinstein Company,10328139
4631,,32325602
4632,,24654294
4633,,20905737
4634,,13128631
4635,United Artists Corporation,10552268
4636,,9141521
4637,,19802671
4638,,9590609
4639,,16888056
4640,,3759313
4641,Paramount Pictures,13485985
4642,Universal Studios Home Entertainment,15936289
4643,China Film Group Corporation,12498480
4644,Filmax,25546093
4645,Glass Eye Pix,22984649
4646,Paramount Vantage,12507175
4647,France 3,26488721
4648,,7471088
4649,,16595579
4650,Rogue,9776644
4651,Production I.G,3228403
4652,Paramount Vantage,15349469
4653,Rogue,3119257
4654,,11158178
4655,Digital Playground,18727961
4656,Constantin Film,15497901
4657,Spyglass Media Group,12695008
4658,,13154268
4659,,12138831
4660,,24043964
4661,Original Film,14461347
4662,,24665719
4663,Original Film,11901104
4664,Regency Enterprises,19958360
4665,Gold Circle Films,15103329
4666,Dimension Films,13364985
4667,Vertigo Films,20370386
4668,DreamWorks,15703454
4669,Relativity Media,957331
4670,,25202309
4671,,18798887
4672,,21210395
4673,,19474401
4674,,14603950
4675,Yari Film Group,13917204
4676,Overture Films,20645492
4677,Wild Bunch,13998597
4678,Pathé,16044362
4679,Disney Channel,12414587
4680,BBC,20520132
4681,20th Century Studios,8700683
4682,,17470934
4683,,15033858
4684,Legendary Pictures,4223800
4685,Polybona Films,14888290
4686,,21434704
4687,El Deseo,25333915
4688,,22412482
4689,Lionsgate,18850952
4690,Heyday Films,19062669
4691,,21764295
4692,Rat Pack Filmproduktion,20326029
4693,Friday Filmworks,19076629
4694,BBC Film,10825522
4695,Film4,17455543
4696,Filmlance International,21664269
4697,,17022526
4698,Mutant Enemy Productions,18158404
4699,Film Roman,19094868
4700,Motlys,14642351
4701,,17733263
4702,Nickelodeon Movies,3117439
4703,,21652388
4704,Nickelodeon Movies,25842111
4705,Twisted Pictures,14384820
4706,Screen Gems,10133217
4707,Orange Sky Golden Harvest,17298868
4708,Regency Enterprises,13814165
4709,Summit Entertainment,18640429
4710,Level 1 Entertainment,5451497
4711,Happy Madison Productions,9513043
4712,DreamWorks Animation,3858746
4713,Walt Disney Pictures,10133100
4714,Scott Free Productions,10061978
4715,,18549245
4716,Mandeville Films,11779733
4717,20th Century Studios,12576808
4718,Metro-Goldwyn-Mayer,12747734
4719,Millennium Media,14855907
4720,Miramax,13514560
4721,Laika,3287436
4722,Offspring Entertainment,14545761
4723,Paramount Pictures,3071743
4724,Pixar,11659396
4725,The Halcyon Company,13670373
4726,Universal Pictures,15286558
4727,Icon Productions,13237979
4728,Saturn Films,17544255
4729,Legendary Pictures,5016250
4730,Legendary Pictures,21918632
4731,Relativity Media,6399993
4732,Warner Bros.,858575
4733,,20700852
4734,,21287122
4735,Apatow Productions,19078976
4736,Pathé,23396344
4737,,18057739
4738,Hasbro,13734892
4739,Relativity Media,16166559
4740,Blue Sky Studios,12260598
4741,WingNut Films,20777420
4742,Dark Castle Entertainment,17671802
4743,DreamWorks,12319832
4744,Yellow Bird,23135176
4745,Focus Features,12940547
4746,BBC Film,20929541
4747,,18788912
4748,Relativity Media,16352214
4749,20th Century Studios,2982688
4750,Dark Castle Entertainment,19271127
4751,DreamWorks,16706073
4752,Mandate Pictures,18065848
4753,Touchstone Pictures,18448029
4754,Columbia Pictures,21835208
4755,Revelations Entertainment,14892910
4756,Sony Pictures Animation,21225053
4757,Lakeshore Village Entertainment,15465392
4758,Stage 6 Films,20348262
4759,Smokehouse Pictures,23322195
4760,Fox Animation Studios,3112909
4761,Warner Bros.,22726015
4762,The Weinstein Company,633052
4763,Walt Disney Pictures,6141751
4764,Warner Bros.,17527920
4765,DreamWorks,23810915
4766,20th Century Studios,4273140
4767,Silver Pictures,19596597
4768,Harpo Productions,21113228
4769,IM Global,18545216
4770,Glass Eye Pix,22872100
4771,Rogue,17365387
4772,Zentropa,19024526
4773,Universal Pictures,20469278
4774,CJ Entertainment,22833707
4775,Warner Bros.,7128768
4776,Telecinco Cinema,19887961
4777,Grosvenor Park Productions,11312191
4778,,24207129
4779,Celluloid Dreams,14369179
4780,The Weinstein Company,16002873
4781,,22832896
4782,2929 Entertainment,15615865
4783,,31276579
4784,Film4 Productions,3517536
4785,ZDF,22649123
4786,Dog Eat Dog Films,23214099
4787,EuropaCorp,17908468
4788,Universal Pictures,22407961
4789,IM Global,18599471
4790,Summit Entertainment,20672258
4791,,15739815
4792,Neal Street Productions,22154516
4793,,24786271
4794,Working Title Films,16596475
4795,BBC Film,22739948
4796,BBC Film,17578735
4797,BBC,17404922
4798,,24709102
4799,The Film Department,21488473
4800,Gaumont Film Company,14899108
4801,Lionsgate,11381825
4802,Touchstone Pictures,17112291
4803,,21174235
4804,BBC Film,8922224
4805,,18066576
4806,Six Entertainment Company,24642031
4807,Warner Bros.,16264226
4808,,15907225
4809,,25649246
4810,,22558719
4811,Warner Bros.,21939688
4812,The Montecito Picture Company,25517416
4813,,26825116
4814,,27156371
4815,Werc Werk Works,22486844
4816,Pan-Européenne,12292280
4817,Skydance Animation Madrid,14478278
4818,,25053516
4819,,29082911
4820,,24518077
4821,Anonymous Content,18986931
4822,,23992707
4823,David Permut,13408866
4824,20th Century Studios,13903487
4825,,21481795
4826,Mandeville Films,17101981
4827,Shanghai Film Group,25652572
4828,,24522644
4829,Cha Cha Cha Films,23069508
4830,,24449669
4831,,22740691
4832,,25803545
4833,,9305105
4834,,29406237
4835,Madhouse,23966679
4836,Relativity Media,14882944
4837,,16189113
4838,GK Films,12932741
4839,,22838836
4840,,19824573
4841,20th Century Studios,17323415
4842,Euforia Film,20611596
4843,,21545922
4844,,25131085
4845,Centropolis Entertainment,18436536
4846,,31041572
4847,,612803
4848,Platinum Dunes,16301666
4849,Relativity Media,17901762
4850,,17405162
4851,Paramount Pictures,8896753
4852,Celluloid Dreams,22740792
4853,Warner Bros.,18423431
4854,,14291388
4855,,21595912
4856,Bizibi,22850072
4857,coop99,24984104
4858,,22834818
4859,Oberon Cinematogràfica,21549300
4860,,24330723
4861,Hopscotch Films,22507490
4862,Darius Films,16747410
4863,StudioCanal,19226290
4864,Alliance Films,17789399
4865,The Kennedy/Marshall Company,14411595
4866,Alcon Entertainment,22729553
4867,,26208121
4868,EyeSteelFilm,24919430
4869,,22215882
4870,,21425985
4871,,27375211
4872,MRC,2509831
4873,,26218953
4874,TVN,24334645
4875,,19380534
4876,Walt Disney Pictures,1022566
4877,Scott Free Productions,24870003
4878,,22397441
4879,Millennium Media,18634533
4880,,22776768
4881,The Asylum,22031391
4882,Lionsgate,16055802
4883,Lakeshore Village Entertainment,14536033
4884,Merchant Ivory Productions,11558274
4885,,22837134
4886,National Centre of Cinematography and Animated Pictures,10410665
4887,,32655915
4888,DreamWorks Animation,10812453
4889,,20401848
4890,Wild Bunch,22740984
4891,,19968061
4892,,18915082
4893,,24967184
4894,El Deseo,18609739
4895,,22030425
4896,,18471278
4897,,24309122
4898,Gaumont Film Company,24879053
4899,Vinod Chopra Films,17927503
4900,P.A. Works,23664336
4901,,21811510
4902,Canal+,26435363
4903,Uplifting Entertainment,22042951
4904,Marv Studios,23982633
4905,,31681902
4906,T.O Entertainment,24731835
4907,Warner Bros. Cartoons,18305011
4908,,23257851
4909,Khara,13165463
4910,,24795588
4911,,16718585
4912,,13799824
4913,,24526226
4914,Non-Stop Production,27750227
4915,Disneytoon Studios,24785258
4916,,14386636
4917,Whitewater Films,13384529
4918,,20320460
4919,,26084701
4920,,15336376
4921,,15336376
4922,,26007941
4923,Constantin Film,18774910
4924,KRU Studios,25226299
4925,Gold Circle Films,23992760
4926,Little Bear,15150993
4927,,20393973
4928,Searchlight Pictures,22427855
4929,Central Films,17070479
4930,Warner Bros.,11039716
4931,,32541928
4932,Paramount Pictures,13053911
4933,New Line Cinema,15886402
4934,Paramount Vantage,24013376
4935,Filmax,20753502
4936,DreamWorks,13114104
4937,Remcorp,20535192
4938,,16749885
4939,,25924934
4940,,25342247
4941,Universal Pictures,12732451
4942,,26387200
4943,,21779605
4944,,27025746
4945,,24678360
4946,,22846761
4947,,21001056
4948,Searchlight Pictures,17008751
4949,,25387748
4950,,22029678
4951,,21764904
4952,Regency Enterprises,15181224
4953,Aardman Animations,896237
4954,StudioCanal,24729648
4955,UK Film Council,23850212
4956,,21382951
4957,Dimension Films,24731562
4958,Kadokawa Pictures,25143753
4959,Universal Pictures,15738234
4960,Screen Australia,24237690
4961,Madhouse,28960943
4962,Summit Entertainment,19457040
4963,Focus Features,18673551
4964,Plum Pictures,19992131
4965,Celador,6265220
4966,Tyler Perry Studios,15837630
4967,,33412849
4968,,23590179
4969,Tyler Perry Studios,21254702
4970,Relativity Media,6593182
4971,,24204980
4972,,19932198
4973,,18246000
4974,Ealing Studios,19308640
4975,BiM Distribuzione,21381088
4976,Telecinco Cinema,26224240
4977,,24922016
4978,Derrick Comedy,20523067
4979,,22620195
4980,,18571859
4981,,31518744
4982,Apatow Productions,14097392
4983,,23320544
4984,Constantin Film,20699587
4985,Ingenious Media,18764957
4986,,26383573
4987,Walt Disney Pictures,15860207
4988,Walt Disney Pictures,12758034
4989,Columbia Pictures,16368206
4990,CMT,24987301
4991,Rogue,21015620
4992,Twisted Pictures,19844891
4993,Participant,22447758
4994,Walt Disney Pictures,14482638
4995,Searchlight Pictures,26112363
4996,Universal Pictures,15365850
4997,Color Force,24717406
4998,DreamWorks Animation,18394730
4999,Metro-Goldwyn-Mayer,23002264
5000,Paramount Pictures,13950959
5001,Universal Pictures,7255312
5002,Universal Pictures,11827016
5003,Plan B Entertainment,21282769
5004,Columbia Pictures,23233821
5005,20th Century Studios,22967108
5006,Marvel Studios,22144721
5007,Escape Artists,23335172
5008,Universal Pictures,13713239
5009,Summit Entertainment,25698427
5010,Rogue,25542269
5011,Summit Entertainment,21754296
5012,Walt Disney Pictures,5866831
5013,Apparition,23325348
5014,New Line Cinema,23091532
5015,Silver Pictures,20450767
5016,Universal Pictures,19861657
5017,Focus Features,25187050
5018,DreamWorks Animation,27193568
5019,Searchlight Pictures,24021571
5020,,26316286
5021,Overbrook Entertainment,23524192
5022,,26953541
5023,Pixar,1213838
5024,,18814709
5025,,30425015
5026,20th Century Studios,16578764
5027,Bold Films,18473521
5028,Happy Madison Productions,22933412
5029,,25893091
5030,Mikado Film,25450621
5031,Unison Films,26707166
5032,Paramount Pictures,16963505
5033,Mandate Pictures,21550540
5034,Walden Media,22791862
5035,Celador,22044760
5036,Millennium Media,20996974
5037,IM Global,18716405
5038,Summit Entertainment,23514165
5039,Warner Bros.,24228929
5040,Paramount Pictures,18153153
5041,Columbia Pictures,2549266
5042,InterCityExpress,33602182
5043,Antena 3,24854885
5044,Constantin Film,15332396
5045,Columbia Pictures,21810192
5046,Regency Enterprises,24586901
5047,,26099108
5048,Summit Entertainment,21678052
5049,Universal Pictures,23614710
5050,Scott Free Productions,26279569
5051,20th Century Studios,24630747
5052,Syncopy Inc.,23270459
5053,Will Gluck,23438736
5054,Focus Features,26931217
5055,Marc Platt Productions,22969169
5056,DC Comics,9183160
5057,Nimbus Film,26163439
5058,,26267121
5059,Plan B Entertainment,24083094
5060,Double R Productions,10304105
5061,DreamWorks,25526577
5062,Big Talk Productions,17574075
5063,,26968111
5064,New Line Cinema,24162843
5065,Strike Entertainment,26588977
5066,Alliance Atlantis,30408196
5067,Relativity Media,24319139
5068,,29019687
5069,Touchstone Pictures,26779875
5070,Hammer Film Productions,23624157
5071,The Safran Company,24048632
5072,BBC Film,25594421
5073,Chartoff Productions,20475363
5074,Relativity Media,28273282
5075,Edward R. Pressman Film,22637915
5076,Phoenix Pictures,24480838
5077,Walt Disney Pictures,23266073
5078,,35785312
5079,,26865950
5080,Summit Entertainment,25854460
5081,,29137805
5082,Bad Robot Productions,22430724
5083,De Line Pictures,24473950
5084,DreamWorks Animation,20570407
5085,Searchlight Pictures,25244870
5086,20th Century Studios,23883858
5087,Focus Features,26608129
5088,Legendary Pictures,22358819
5089,Heyday Films,9834441
5090,,26978753
5091,Lionsgate,24841297
5092,Walt Disney Animation Studios,619728
5093,Vertigo Films,27602393
5094,Walt Disney Pictures,22547607
5095,Skydance Media,26224556
5096,Universal Pictures,24162851
5097,,26177941
5098,Rogue,26949434
5099,,31295271
5100,DNA Films,22547614
5101,DNA Films,22547614
5102,DNA Films,22547614
5103,,25121615
5104,Lifetime,28099386
5105,National Geographic,26273704
5106,Relativity Media,23652051
5107,Apparition,19777337
5108,,29130246
5109,Pathé,9732060
5110,Television of Catalonia,24228775
5111,,29042310
5112,,25971350
5113,Lionsgate,20161466
5114,20th Century Studios,24229540
5115,Channel One Russia,26109551
5116,StudioCanal,24394835
5117,Wild Bunch,25871790
5118,MK2,26968376
5119,American Zoetrope,23734853
5120,Relativity Media,20898157
5121,Warner Premiere,27602542
5122,Canal+,30645101
5123,Castle Rock Entertainment,26178276
5124,micro_scope,28862784
5125,Film4 Productions,28858014
5126,Legendary Pictures,23829273
5127,See-Saw Films,28070112
5128,,21978354
5129,Blossom Films,24342593
5130,Canal+,28084941
5131,Disney Channel,23615900
5132,,28204743
5133,Screen Gems,20020813
5134,Alcon Entertainment,24193429
5135,This is that corporation,27063955
5136,IM Global,30131498
5137,Tyler Perry Studios,27792643
5138,Warner Bros. Home Entertainment,26340083
5139,,27177006
5140,,29041745
5141,,28216077
5142,,31050610
5143,StudioCanal,23380332
5144,Screen Australia,26319447
5145,Parts & Labor,28814788
5146,Fabula,36383340
5147,Tom Sawyer Entertainment,25896358
5148,Studio Ghibli,25519059
5149,,19175781
5150,Universal Pictures,30110298
5151,Universal Pictures,24913134
5152,,23281512
5153,,31756377
5154,,31281519
5155,EuropaCorp,25400635
5156,EuropaCorp,26632998
5157,,26967925
5158,,24770245
5159,Participant,22180695
5160,,28115795
5161,,28210952
5162,,26255812
5163,Paramount Pictures,27923824
5164,,24505995
5165,,31500300
5166,Platinum Studios,26149260
5167,,24131841
5168,,29265847
5169,Screen International,31197125
5170,American Film Company,24709671
5171,,20391295
5172,MK2,28194808
5173,Warner Bros.,24353804
5174,Nikkatsu,27962796
5175,,22892307
5176,Voltage Pictures,25245866
5177,,22475851
5178,,29190352
5179,,30206613
5180,Original Film,23535297
5181,The New York Times,29820807
5182,Centrnauchfilm,26720212
5183,Crystal Sky Pictures,17651907
5184,,28327465
5185,Film4 Productions,23750252
5186,Warner Bros.,18949667
5187,,27798699
5188,,30881916
5189,,25447258
5190,,27328338
5191,,24466462
5192,,26631176
5193,,31958632
5194,,25958067
5195,Disney Channel,26248852
5196,Sun Pictures,12481557
5197,,28577481
5198,Disneytoon Studios,25100224
5199,,21000149
5200,,33300657
5201,,27463222
5202,Pan-Européenne,35540180
5203,Filmax,28530363
5204,BBC Film,29054788
5205,,28039318
5206,,27649189
5207,,31756842
5208,,32644830
5209,Cinet Oy,29012574
5210,,17722145
5211,,29333670
5212,,27928788
5213,,26658618
5214,TV3,27381786
5215,Touchstone Pictures,17089501
5216,Rat Pack Filmproduktion,32009448
5217,,27440393
5218,,32584198
5219,,26328632
5220,GK Films,22712364
5221,,28868705
5222,Fandango,31243591
5223,,34049215
5224,,27972165
5225,Dark Horse Entertainment,24746257
5226,Touchstone Pictures,22224559
5227,New Line Cinema,23286957
5228,,28082913
5229,Gracie Films,26768675
5230,,20122638
5231,,25283667
5232,Big Beach,29000018
5233,Castle Rock Entertainment,25225244
5234,National Geographic Society,22062835
5235,Nordisk Film,28980301
5236,Wild Side Films,27634989
5237,,27753599
5238,Relativity Media,24872588
5239,Warner Bros. Animation,28014365
5240,Studio 4°C,23716980
5241,Universal Pictures,24725226
5242,,32483767
5243,,32636040
5244,Village Roadshow Pictures,27111227
5245,,31614378
5246,,19937080
5247,,33063797
5248,Nihon Ad Systems,24519551
5249,Offspring Entertainment,22845644
5250,,28033881
5251,,27345835
5252,Kyoto Animation,24666418
5253,The Stone Quarry,21843425
5254,Original Film,24195690
5255,Paramount Pictures,20188509
5256,Universal Pictures,23228817
5257,New Line Cinema,26695339
5258,DreamWorks,27588976
5259,Film4 Productions,24105751
5260,MRC,23778776
5261,Paramount Pictures,34480764
5262,Columbia Pictures,23710393
5263,Universal Pictures,29267698
5264,Warner Bros.,27731736
5265,CBS Films,22830026
5266,Touchstone Pictures,27609842
5267,Original Film,30463571
5268,,23944914
5269,Lionsgate,28842238
5270,The Mark Gordon Company,25920477
5271,The Mark Gordon Company,25920477
5272,Rogue,27372372
5273,Holleran Company,28370997
5274,Universal Pictures,24083267
5275,Summit Entertainment,28485791
5276,Dimension Films,19787914
5277,Illumination,27888241
5278,Blue Sky Studios,25595854
5279,,9034057
5280,Marvel Studios,12673434
5281,Original Film,28085067
5282,Paramount Pictures,29171676
5283,1492 Pictures,29454281
5284,Searchlight Pictures,29344186
5285,Catchplay,26100632
5286,Zentropa,26971354
5287,Walt Disney Pictures,24314116
