,Production company,Wikipedia movie ID
1102,Metro-Goldwyn-Mayer,23941708
1103,,1145761
1104,,99025
1105,Apple Corps,2422489
1106,Universal Pictures,2256164
1107,Dino De Laurentiis Cinematografica,1930290
1108,Paramount Pictures,284676
1109,The Mirisch Company,377287
1110,Embassy Pictures,7870124
1111,Image Ten,30275
1112,,1430128
1113,Dino De Laurentiis Cinematografica,3117881
1114,Canal+,8409497
1115,Canal+,8409497
1116,Columbia Pictures,12064241
1117,SF Studios,1724742
1118,Toho,11994
1119,Kadokawa Pictures,4399322
1120,Solar Productions,433285
1121,Metro-Goldwyn-Mayer,8641297
1122,Hammer Film Productions,2035081
1123,Pannonia Film Studio,36067417
1124,Columbia Pictures,3720859
1125,,3917873
1126,,27888842
1127,,5664529
1128,,11727129
1129,Metro-Goldwyn-Mayer,1780510
1130,Horizon Pictures,7078738
1131,American Broadcasting Company,9474548
1132,Brandywine Productions,217800
1133,American International Pictures,3048488
1134,United Artists Corporation,2993903
1135,Malpaso Productions,12319656
1136,20th Century Studios,99031
1137,The Walt Disney Company,5453739
1138,,6168251
1139,20th Century Studios,22332882
1140,Paramount Pictures,16907195
1141,,23346166
1142,Woodfall Film Productions,1428676
1143,Paramount Pictures,161912
1144,United Artists Corporation,42147
1145,Les Films du Carrosse,1647860
1146,,3723140
1147,Chenault Productions,7024876
1148,Recorded Picture Company,2205704
1149,Recorded Picture Company,2205704
1150,,1690244
1151,Worldvision Enterprises,298925
1152,,75874
1153,Les films du losange,3342049
1154,,1760207
1155,Fidélité Productions,950429
1156,Fidélité Productions,950429
1157,Metro-Goldwyn-Mayer,1781284
1158,National General Pictures,1781048
1159,,1746418
1160,Universal Television,661723
1161,,2498993
1162,20th Century Studios,921865
1163,The Walt Disney Company,343408
1164,MGM Animation/Visual Arts,4705518
1165,Malpaso Productions,2173342
1166,Hammer Film Productions,2428193
1167,Raybert Productions,73467
1168,Cinema Center Films,455013
1169,Hammer Film Productions,2100438
1170,Hammer Film Productions,3524875
1171,,2396634
1172,Universal Pictures,99459
1173,,10457303
1174,,5501736
1175,,269528
1176,,3509741
1177,Les Films Corona,4084608
1178,,3071676
1179,CBS,683486
1180,Mosfilm,33446
1181,20th Century Studios,58018
1182,Fida Cinematografica,15194448
1183,Paramount Pictures,3628560
1184,EMI Films,9551895
1185,,181658
1186,SF Studios,22637123
1187,,1948713
1188,20th Century Studios,99454
1189,,10377495
1190,Vera Films,8056587
1191,,1844221
1192,20th Century Studios,6782517
1193,Metro-Goldwyn-Mayer,2194799
1194,,26479568
1195,,594257
1196,Lucasfilm,31193
1197,Walt Disney Pictures,13172792
1198,Universal Pictures,12601849
1199,The Walt Disney Company,357525
1200,,588698
1201,Paramount Pictures,13290
1202,Columbia Pictures,74868
1203,American Broadcasting Company,196176
1204,Metro-Goldwyn-Mayer,76345
1205,20th Century Studios,303928
1206,,1237909
1207,,26273543
1208,,1290891
1209,Malpaso Productions,384209
1210,,27669486
1211,Universal Pictures,223904
1212,Hammer Film Productions,4691910
1213,20th Century Studios,99463
1214,,1329111
1215,Warner Bros.,4835940
1216,Euro International Film,4566083
1217,Universal Pictures,250571
1218,Toho,570231
1219,Westinghouse Broadcasting,10454813
1220,Warner Bros.,223902
1221,Amicus Productions,4450552
1222,,459586
1223,Columbia Pictures,99464
1224,Telecine,3032467
1225,Metro-Goldwyn-Mayer,175668
1226,,18794003
1227,Filmways,19101343
1228,Playboy,533378
1229,,7279333
1230,Tigon British Film Productions,1931788
1231,SF Studios,101906
1232,,3575300
1233,,14259399
1234,20th Century Studios,1358857
1235,Hemdale films,3268711
1236,,1643298
1237,,29994610
1238,,8368715
1239,Universal Pictures,3887641
1240,20th Century Studios,11141345
1241,EMI Films,32549690
1242,Mosfilm,20181213
1243,Dreamlanders,320527
1244,,7833777
1245,,21449879
1246,Les films du losange,5216578
1247,SF Studios,142482
1248,,24981628
1249,Paramount Pictures,2466773
1250,,2952485
1251,Hessischer Rundfunk,158052
1252,Warner Bros.,101899
1253,Warner Bros.,649482
1254,Columbia Pictures,11600033
1255,Metro-Goldwyn-Mayer,20867795
1256,,1397198
1257,Gorky Film Studio,10723448
1258,Monogram Pictures,236691
1259,Produzioni Europee Associati,163456
1260,20th Century Studios,511228
1261,,19152358
1262,,163437
1263,,13378321
1264,Vides Cinematografica,4566056
1265,Toho,570227
1266,,461563
1267,,844325
1268,American International Pictures,2368143
1269,Sean S. Cunningham,461335
1270,Universal Pictures,508044
1271,,8699670
1272,,346569
1273,de Passe Entertainment,225459
1274,American International Pictures,1519886
1275,,17777395
1276,,9789345
1277,,8681217
1278,,30906682
1279,,585824
1280,Warner Bros.,68130
1281,British Lion Films,42313
1282,,4656471
1283,,3660668
1284,,1583660
1285,Universal Pictures,62440
1286,,101907
1287,,586740
1288,,955166
1289,Columbia Pictures,163459
1290,Metro-Goldwyn-Mayer,45481
1291,ABKCO Records,3620980
1292,,872386
1293,The Directors Company,1055198
1294,Universal Pictures,7651220
1295,Lucasfilm,68124
1296,The Walt Disney Company,982180
1297,,2080825
1298,Malpaso Productions,1345521
1299,,1788680
1300,Warner Bros.,18996
1301,Eon Productions,6446061
1302,,417479
1303,,1293054
1304,Toho,11998
1305,Toho,9442685
1306,,25529530
1307,,1088952
1308,,5162132
1309,,2275790
1310,,9075293
1311,Hammer Film Productions,2543730
1312,,34934908
1313,Warner Bros.,10193
1314,United Artists Corporation,9682483
1315,,2322506
1316,British Film Institute,3520726
1317,,29141940
1318,,27874961
1319,,2112239
1320,,27890723
1321,,20138476
1322,,239086
1323,,11050727
1324,American International Pictures,2066600
1325,,3078987
1326,Warner Bros.,2223425
1327,Mushi Production,9974948
1328,,1112640
1329,Warner Bros.,3837
1330,20th Century Studios,442647
1331,20th Century Studios,149928
1332,Columbia Pictures,7577290
1333,Paramount Pictures,168958
1334,Paramount Pictures,168958
1335,Paramount Pictures,68092
1336,,2262096
1337,,29781
1338,American Broadcasting Company,8891457
1339,,1584998
1340,Paramount Pictures,73875
1341,Paramount Pictures,66853
1342,20th Century Studios,101910
1343,Norwegian Broadcasting Corporation,828348
1344,,3536397
1345,Paramount Pictures,9822793
1346,,1591226
1347,,1328186
1348,Paramount Pictures,192469
1349,American International Pictures,1543289
1350,,4040311
1351,Toho,570221
1352,,18904723
1353,Universal Pictures,3295002
1354,,19267703
1355,,76643
1356,Hammer Film Productions,2280366
1357,,25373286
1358,,4499062
1359,,8695709
1360,,7124067
1361,Universal Pictures,1646113
1362,Universal Pictures,2159529
1363,,1488619
1364,,3661762
1365,,3644034
1366,Warner Bros.,27369092
1367,Paramount Pictures,1937414
1368,Australian Film Commission,5878044
1369,Palomar Pictures,2462597
1370,Paramount Pictures,470185
1371,The Criterion Collection,1440137
1372,RSO Records,1221714
1373,Fantasy Films Productions,21913863
1374,20th Century Studios,25491
1375,Mosfilm,1624660
1376,Hawk Films,4227
1377,Universal Pictures,74830
1378,,24849670
1379,,21215139
1380,,13889076
1381,Mosfilm,2560314
1382,Warner Bros. Pictures,101914
1383,,27584028
1384,ABC Entertainment,75259
1385,,1341543
1386,,19793556
1387,Toho,12001
1388,,7937736
1389,,29832000
1390,Cineriz,4185266
1391,,4550151
1392,United Artists Corporation,917363
1393,,3541389
1394,,1017650
1395,,12185228
1396,,14272403
1397,,1337210
1398,,9871454
1399,,3643455
1400,,2019849
1401,,2689074
1402,,1399119
1403,United Artists Corporation,4899791
1404,Malpaso Productions,75270
1405,British Lion Films,4298666
1406,20th Century Studios,186856
1407,Metro-Goldwyn-Mayer,101935
1408,Columbia Pictures,30000
1409,United Artists Corporation,45772
1410,,365025
1411,Goodtimes Enterprises,307158
1412,Warner Bros.,2174380
1413,,22578090
1414,Rastar,725468
1415,,640448
1416,,1134154
1417,Paramount Pictures,10507423
1418,Warner Bros.,3450583
1419,,52942
1420,,12561949
1421,Universal Pictures,1573600
1422,,633692
1423,Cinecittà,11691760
1424,,22731928
1425,,3365240
1426,,5541172
1427,,18539488
1428,,2071781
1429,Filmways,12009929
1430,,4562372
1431,,17256886
1432,,28058339
1433,Dino De Laurentiis Cinematografica,2266288
1434,Walt Disney Pictures,7533357
1435,,2020488
1436,Lucasfilm,52549
1437,Mosfilm,6822795
1438,20th Century Studios,2223709
1439,20th Century Studios,163451
1440,RSO Records,54175
1441,Walt Disney Animation Studios,1495388
1442,The Walt Disney Company,201448
1443,ZDF,1414394
1444,Jack Rollins & Charles H. Joffe Productions,66870
1445,Metro-Goldwyn-Mayer,101943
1446,,2920077
1447,,347000
1448,Lionsgate,2798805
1449,Toho,20286230
1450,,163500
1451,,89397
1452,,24877811
1453,Polar,12362700
1454,EMI Films,146236
1455,,22448229
1456,Les Films du Carrosse,3375353
1457,American Film Institute,36814246
1458,Universal Pictures,2010018
1459,20th Century Studios,442675
1460,Telefilm Canada,24818273
1461,,1412408
1462,20th Century Studios,5781218
1463,Eon Productions,6446036
1464,,1586718
1465,,1570843
1466,New Line Cinema,1328188
1467,,903082
1468,,4851257
1469,Paramount Pictures,2267088
1470,United Media,929472
1471,,20824979
1472,,11855663
1473,,8621468
1474,,451003
1475,,83448
1476,,2286484
1477,ITC Entertainment,8004988
1478,Rankin/Bass Animated Entertainment,516474
1479,Paramount Pictures,443718
1480,Universal Pictures,75261
1481,,3521389
1482,RSO Records,336846
1483,20th Television,185264
1484,Recorded Picture Company,7990852
1485,20th Century Studios,2251161
1486,,65436
1487,Jack Rollins & Charles H. Joffe Productions,240357
1488,Warner Bros.,362719
1489,,982243
1490,New World Pictures,24977211
1491,EMI Films,73425
1492,Compass International Pictures,20179415
1493,Paramount Pictures,4738713
1494,,14144221
1495,,21442739
1496,Columbia Pictures,103021
1497,,10030670
1498,,9089380
1499,,11387538
1500,,751724
1501,,902894
1502,Universal Pictures,8711666
1503,Paramount Pictures,1002717
1504,,896182
1505,ITC Entertainment,143834
1506,Universal Pictures,352795
1507,,3185702
1508,Fantasy Films Productions,396607
1509,,2475962
1510,Paramount Pictures,1013377
1511,20th Century Studios,5561794
1512,EMI Films,1765938
1513,The Criterion Collection,205400
1514,United Artists Corporation,3153784
1515,United Artists Corporation,928511
1516,20th Century Studios,103022
1517,20th Century Studios,23487440
1518,Jack Rollins & Charles H. Joffe Productions,74930
1519,Paramount Pictures,1173571
1520,HandMade Films,17920
1521,Warner Bros.,386476
1522,Paramount Pictures,277006
1523,Columbia Pictures,68078
1524,Lorimar Television,164376
1525,Westdeutscher Rundfunk,3111594
1526,Warner Bros.,835057
1527,American Zoetrope,18951054
1528,Columbia Pictures,164365
1529,Universal Pictures,179044
1530,Werner Herzog Filmproduktion,2199162
1531,Werner Herzog Filmproduktion,2199162
1532,Paramount Pictures,1707516
1533,Eon Productions,6446062
1534,Mosfilm,286266
1535,,714358
1536,,15248353
1537,Warner Bros.,155921
1538,Cineplex Entertainment,1470989
1539,United Artists Corporation,149433
1540,,1802400
1541,The Walt Disney Company,341538
1542,United Artists Corporation,747689
1543,Columbia Pictures,103026
1544,,4158045
1545,TMS Entertainment,89629
1546,,34732968
1547,,876728
1548,Mosfilm,21088136
1549,,631251
1550,,7274998
1551,The Walt Disney Company,7432079
1552,20th Century Studios,103033
1553,,4413498
1554,Paramount Pictures,639629
1555,Lucasfilm,53964
1556,Mosfilm,864614
1557,20th Century Studios,582398
1558,Paramount Pictures,46505
1559,Hawk Films,1186616
1560,United Artists Corporation,25506
1561,France 3,106352
1562,,11826951
1563,Universal Pictures,2397021
1564,,8286910
1565,Warner Bros.,2371682
1566,Universal Pictures,240370
1567,,513149
1568,Compass International Pictures,5836246
1569,,1443093
1570,,187720
1571,Warner Bros.,240371
1572,Universal Pictures,317873
1573,Lorimar Television,2075256
1574,,2590063
1575,Dino De Laurentiis Corporation,3978441
1576,Warner Bros.,1059280
1577,Columbia Pictures,1134919
1578,,254274
1579,Paramount Pictures,106335
1580,,1152328
1581,,11437048
1582,,187616
1583,Gaumont Film Company,7420154
1584,,22878411
1585,,2260329
1586,Paramount Pictures,1339188
1587,Paramount Pictures,667194
1588,,1183043
1589,Columbia Pictures,217982
1590,Lucasfilm,54166
1591,Metro-Goldwyn-Mayer,948548
1592,,1480754
1593,,2255173
1594,Metro-Goldwyn-Mayer,7238599
1595,20th Century Studios,2370658
1596,The Walt Disney Company,1371138
1597,Goldcrest Films,9835
1598,20th Century Studios,442668
1599,,4453379
1600,,1592832
1601,,12076925
1602,,1271694
1603,Universal Pictures,1458713
1604,Bavaria Film,8994
1605,Paramount Pictures,45242
1606,HandMade Films,157172
1607,The Ladd Company,817057
1608,PolyGram Filmed Entertainment,471370
1609,The Ladd Company,540654
1610,,10667973
1611,Metro-Goldwyn-Mayer,6902699
1612,Warner Bros.,2314982
1613,Paramount Pictures,2274938
1614,Universal Pictures,2002104
1615,Columbia Pictures,560511
1616,,2029406
1617,International Film Investors,1691989
1618,,9540258
1619,Filmways,1317987
1620,Paramount Pictures,887388
1621,,1864142
1622,Columbia Pictures,4180595
1623,20th Century Studios,976512
1624,,30874145
1625,,9489391
1626,New World Pictures,14864488
1627,Paramount Pictures,213015
1628,Orion Pictures,250699
1629,United Artists Corporation,1330774
1630,ITC Entertainment,15119799
1631,,9591329
1632,Columbia Pictures,164411
1633,,378213
1634,Lorimar Television,1802219
1635,Universal Pictures,2729504
1636,,2839410
1637,Gaumont Film Company,5542682
1638,Universal Pictures,7198945
1639,,1411271
1640,The Ladd Company,3746
1641,20th Century Studios,3444797
1642,,362120
1643,Columbia Pictures,12823099
1644,Paramount Pictures,27098
1645,The Walt Disney Company,312757
1646,Universal Pictures,348292
1647,Aurora Productions,558970
1648,Rankin/Bass Animated Entertainment,313002
1649,Amblin Entertainment,73441
1650,,817996
1651,Universal Pictures,30809
1652,Warner Bros.,1059728
1653,20th Century Studios,482383
1654,Universal Pictures,453236
1655,,17995745
1656,Mark Goodson,766846
1657,Universal Pictures,1056696
1658,Mirage Enterprises,76394
1659,Paramount Pictures,289253
1660,Gaumont Film Company,487300
1661,,4343453
1662,Carolco Pictures,872441
1663,,3178385
1664,20th Century Studios,284957
1665,,18932654
1666,Metro-Goldwyn-Mayer,1150634
1667,Metro-Goldwyn-Mayer,7051491
1668,,12800569
1669,Jason Inc,2317340
1670,,15826853
1671,Paramount Pictures,2436406
1672,Metro-Goldwyn-Mayer,1539714
1673,,2783476
1674,,23202613
1675,20th Century Studios,106359
1676,United Artists Corporation,152328
1677,,4011202
1678,,5929445
1679,Lorimar Television,242539
1680,,3020135
1681,,8471210
1682,PolyGram Filmed Entertainment,106357
1683,EMI Films,4908814
1684,London Films,15703732
1685,,690918
1686,Metro-Goldwyn-Mayer,242525
1687,,375788
1688,Goldcrest Films,369508
1689,New World Pictures,26737055
1690,Warner Bros.,8202728
1691,,2400444
1692,American Broadcasting Company,242548
1693,Columbia Pictures,2071077
1694,Lucasfilm,50744
1695,,9472711
1696,Paramount Pictures,520990
1697,Metro-Goldwyn-Mayer,1139763
1698,Toei Company,5472438
1699,,1954206
1700,Orion Pictures,5989305
1701,American Zoetrope,423546
1702,,73451
1703,,4796062
1704,Goldcrest Films,242104
1705,,390693
1706,,1524739
1707,United Artists Corporation,34130
1708,Telefilm Canada,456587
1709,PolyGram Filmed Entertainment,168602
1710,Warner Bros.,1059701
1711,Paramount Pictures,113427
1712,Paramount Pictures,113427
1713,,22906962
1714,Warner Bros.,199505
1715,,3283236
1716,Universal Pictures,267848
1717,Lorimar Television,451062
1718,Metro-Goldwyn-Mayer,932424
1719,Recorded Picture Company,558578
1720,Columbia Pictures,4622896
1721,Eon Productions,541642
1722,,205512
1723,,3047329
1724,Universal Pictures,1173339
1725,American Zoetrope,3186725
1726,Barwood Films,17315314
1727,Warner Bros.,13235461
1728,,18735140
1729,Metro-Goldwyn-Mayer,797330
1730,,12234690
1731,,12234690
1732,Rhino Entertainment Company,850349
1733,,670267
1734,The Geffen Film Company,561226
1735,Lionsgate,3865475
1736,,2707482
1737,Les Films du Carrosse,405152
1738,,30891735
1739,Columbia Pictures,205013
1740,Amblin Entertainment,382387
1741,De Laurentiis Entertainment Group,1024501
1742,,5986077
1743,The Ladd Company,6043780
1744,Orion Pictures,1065214
1745,Gladden Entertainment,142274
1746,Film4 Productions,237134
1747,Lucasfilm,81503
1748,,3829646
1749,Paramount Pictures,206879
1750,Hemdale films,30327
1751,Universal Pictures,685977
1752,Columbia Pictures,91133
1753,Dino De Laurentiis Company,71415
1754,,99545
1755,Paramount Pictures,680398
1756,Warner Bros.,1616817
1757,Sherwood Productions,3130366
1758,,3047956
1759,,2381862
1760,,6839059
1761,Touchstone Pictures,338962
1762,TriStar Pictures,11213660
1763,Instituto Mexicano de Cinematografía,9477007
1764,Media Home Entertainment,3028191
1765,,26541
1766,,22662100
1767,Metro-Goldwyn-Mayer,1195560
1768,Lorimar Television,338849
1769,TriStar Pictures,1099178
1770,Paramount Pictures,983849
1771,Thorn EMI Plc,3600424
1772,Columbia Pictures,1438595
1773,Paramount Pictures,2546429
1774,,28688024
1775,,276070
1776,Interscope Communications,341399
1777,Virgin Group,19374272
1778,Columbia Pictures,168498
1779,,26946311
1780,,2526781
1781,Regency Enterprises,442308
1782,20th Century Studios,1841530
1783,,2093425
1784,,14025121
1785,Metro-Goldwyn-Mayer,4221457
1786,Paramount Pictures,5109579
1787,,9857629
1788,,4086317
1789,Virgin Produced,14254136
1790,20th Century Studios,578001
1791,Stephen J. Friedman,3499995
1792,20th Century Studios,2238387
1793,,1305819
1794,New Concorde,5893524
1795,,21660079
1796,,11994537
1797,,18603052
1798,,1495709
1799,Amblin Entertainment,42993
1800,Amblin Entertainment,42993
1801,Universal Pictures,29943
1802,Columbia Pictures,897481
1803,Dino De Laurentiis Corporation,30854972
1804,Centar film,101555
1805,Silver Pictures,241171
1806,The Ladd Company,1107070
1807,,16928777
1808,,2159835
1809,Regency Enterprises,74537
1810,,1237394
1811,,897713
1812,Amblin Entertainment,3185575
1813,,483745
1814,Columbia Pictures,1827624
1815,PolyGram Filmed Entertainment,67371
1816,20th Century Studios,455224
1817,Merchant Ivory Productions,3671146
1818,,22670461
1819,Orion Pictures,2019025
1820,,12438167
1821,,242550
1822,Universal Pictures,2484540
1823,The Walt Disney Company,805496
1824,20th Century Studios,6276691
1825,Amblin Entertainment,1637570
1826,,2052515
1827,Asmik Ace Entertainment,75984
1828,Silver Pictures,230483
1829,,8719979
1830,Walt Disney Pictures,583407
1831,Amblin Entertainment,89631
1832,CBS Theatrical Films,915306
1833,,6017841
1834,,7313414
1835,Embassy Pictures,5883086
1836,HBO Films,770083
1837,,63310
1838,,613037
1839,Regency Enterprises,922084
1840,Nelvana,864217
1841,,23416844
1842,,9109449
1843,,9109449
1844,,3999301
1845,,692836
1846,Working Title Films,1428955
1847,Jack Rollins & Charles H. Joffe Productions,1635059
1848,,736262
1849,Paramount Pictures,2328364
1850,,1129009
1851,Warner Bros.,820919
1852,Paramount Pictures,84931
1853,,2058218
1854,Toho,255931
1855,Columbia Pictures,1123132
1856,New Line Cinema's House of Horror,31658692
1857,Mirage Studios,89793
1858,Mosfilm,4492505
1859,,5806720
1860,,113452
1861,Carolco Pictures,583012
1862,,3901356
1863,United Artists Corporation,104984
1864,,1031588
1865,Hemdale films,2901971
1866,,16748429
1867,de Passe Entertainment,1623267
1868,Metro-Goldwyn-Mayer,675790
1869,Malpaso Productions,250012
1870,Kavithalayaa Productions,2384000
1871,SF Studios,3645450
1872,Metro-Goldwyn-Mayer,3148833
1873,Producers Sales Organization,736266
1874,,88326
1875,The Jim Henson Company,177906
1876,Brandywine Productions,213472
1877,Warner Bros.,3511253
1878,Columbia Pictures,87983
1879,Orion Pictures,113464
1880,EMI Films,4440277
1881,Mosfilm,1941497
1882,Warner Bros.,1462414
1883,Paramount Pictures,179825
1884,The Geffen Film Company,3447166
1885,TriStar Pictures,246559
1886,20th Century Studios,697113
1887,Amblin Entertainment,1565181
1888,Columbia Pictures,846311
1889,Universal Pictures,973077
1890,Paramount Pictures,88609
1891,American Broadcasting Company,143890
1892,De Laurentiis Entertainment Group,3947
1893,,8863891
1894,Brooksfilms,456601
1895,Toho,497890
1896,APPP,254149
1897,Hemdale films,113460
1898,,331586
1899,,331586
1900,Walt Disney Pictures,306812
1901,Hasbro,76515
1902,Paramount Pictures,454223
1903,Producers Sales Organization,1646067
1904,,7146019
1905,Metro-Goldwyn-Mayer,1044875
1906,Touchstone Pictures,680337
1907,Lucasfilm,6551171
1908,Paramount Pictures,8931001
1909,Orion Pictures,1285718
1910,Walt Disney Pictures,28830393
1911,De Laurentiis Entertainment Group,600235
1912,,31025339
1913,,1602624
1914,Columbia Pictures,1107088
1915,Paramount Pictures,113463
1916,Warner Bros.,525486
1917,Metro-Goldwyn-Mayer,5283093
1918,Constantin Film,5788437
1919,20th Century Studios,1563000
1920,,5891915
1921,The Cannon Group,3297470
1922,New Line Cinema,6049256
1923,New Concorde,3834588
1924,,2249951
1925,Pannonia Film Studio,1094787
1926,,22604307
1927,Warner Bros.,2386766
1928,Film Workshop,89541
1929,TriStar Pictures,936787
1930,Warner Bros.,172534
1931,TriStar Pictures,153372
1932,Hanna-Barbera,2168783
1933,New World Pictures,1226871
1934,"Terror, Inc.",2313660
1935,The Cannon Group,397753
1936,Gaumont Film Company,2209027
1937,Orange Sky Golden Harvest,14883225
1938,Hemdale films,74375
1939,Touchstone Pictures,168593
1940,,680361
1941,Orion Pictures,445066
1942,Warner Bros.,4485641
1943,Warner Bros.,11701
1944,Columbia Pictures,26361837
1945,Metro-Goldwyn-Mayer,2209172
1946,Silver Pictures,235418
1947,Metro-Goldwyn-Mayer,75222
1948,,596119
1949,Paramount Pictures,807842
1950,,1133816
1951,HandMade Films,343404
1952,Universal Pictures,230481
1953,,2478900
1954,,1985814
1955,Westdeutscher Rundfunk,33121
1956,Barris Industries,5526366
1957,,7206011
1958,Orion Pictures,2421467
1959,Carolco Pictures,673682
1960,,4543239
1961,Merchant Ivory Productions,3681345
1962,,20951888
1963,Metro-Goldwyn-Mayer,7128210
1964,Metro-Goldwyn-Mayer,129331
1965,Great Oaks Productions,1397377
1966,Warner Bros.,673472
1967,Recorded Picture Company,129246
1968,,15051827
1969,,71975
1970,Universal Pictures,23541374
1971,Universal Pictures,311445
1972,,279813
1973,Bagdasarian Productions,1562677
1974,Raimi Pictures,10487
1975,Silver Screen Partners,1848371
1976,Warner Bros.,407628
1977,,1010796
1978,20th Century Studios,7329566
1979,,3874380
1980,Paramount Pictures,129295
1981,,2037403
1982,,1624783
1983,Gracie Films,129278
1984,Amblin Entertainment,146077
1985,New World Pictures,5144617
1986,New Line Cinema,3037946
1987,,1410494
1988,,1688060
1989,New World Pictures,2046012
1990,Universal Pictures,529276
1991,Touchstone Pictures,596639
1992,Goldcrest Films,129312
1993,New Zealand Film Commission,534751
1994,Touchstone Pictures,576198
1995,,32888692
1996,El Deseo,3829690
1997,Universal Pictures,980977
1998,Republic Pictures,7668793
1999,,3365741
2000,,3019993
2001,The Cannon Group,3044228
2002,Orion Pictures,1968844
2003,Universal Pictures,1716921
2004,,11993026
2005,Embassy Pictures,886560
2006,,14548615
2007,,6823485
2008,Gladden Entertainment,882050
2009,Paramount Pictures,3842730
2010,Paramount Pictures,54540
2011,Studio Ghibli,20669
2012,Universal Pictures,1233576
2013,Warner Bros.,1680034
2014,Silver Pictures,97646
2015,Warner Bros.,293524
2016,Lucasfilm,198313
2017,Shapiro-Glickenhaus Entertainment,2259649
2018,,13901
2019,,500622
2020,20th Century Studios,129427
2021,,342556
2022,The Cannon Group,535971
2023,Lorimar Television,75933
2024,Metro-Goldwyn-Mayer,3316533
2025,Paramount Pictures,228355
2026,Media Home Entertainment,1249019
2027,Metro-Goldwyn-Mayer,308898
2028,,1122030
2029,TMS Entertainment,605939
2030,El Deseo,1251285
2031,Stephen Woolley,1613987
2032,,13348400
2033,Touchstone Pictures,543276
2034,Paramount Pictures,689785
2035,Touchstone Pictures,2638184
2036,,4091758
2037,Silver Pictures,2069002
2038,,1430049
2039,,18118679
2040,Warner Bros. Home Entertainment,4459184
2041,Barris Industries,129368
2042,Orion Pictures,1367501
2043,Morgan Creek Entertainment,673694
2044,,2441439
2045,Rank Organisation,826482
2046,Weintraub Entertainment Group,713375
2047,,27375956
2048,,2477211
2049,Paramount Pictures,885824
2050,,954902
2051,Ariane Films,1249349
2052,Cineplex Odeon Films,7832768
2053,,28288471
2054,,3745287
2055,,2421509
2056,Columbia Pictures,600820
2057,Columbia Pictures,164502
2058,Studio Ghibli,182164
2059,British Film Institute,350584
2060,New Line Cinema's House of Horror,3038038
2061,De Laurentiis Entertainment Group,596701
2062,,28740295
2063,New Line Cinema,2509859
2064,De Laurentiis Entertainment Group,183061
2065,,6584608
2066,Universal Pictures,4848522
2067,Metro-Goldwyn-Mayer,670386
2068,Renn Productions,5800622
2069,Carolco Pictures,1160412
2070,Gaumont Film Company,64657
2071,Imagine Entertainment,90156
2072,20th Century Studios,4227273
2073,,19280453
2074,,2103169
2075,Warner Bros. Television Studios,8778124
2076,Warner Bros.,113013
2077,Orion Pictures,446934
2078,Universal Pictures,3812366
2079,,7191769
2080,,6973699
2081,,26511792
2082,Amblin Entertainment,213270
2083,Universal Pictures,657764
2084,Castle Rock Entertainment,33270
2085,PennFilm Studio AB,21296221
2086,United Artists Corporation,901489
2087,Warner Bros.,6043815
2088,JVC,3509663
2089,Walt Disney Pictures,301574
2090,Paramount Pictures,779536
2091,Jerry Weintraub Productions,1879413
2092,Rastar,600008
2093,PolyGram Filmed Entertainment,4726
2094,Lucasfilm,51888
2095,Paramount Pictures,145359
2096,Paramount Pictures,21318106
2097,"Zespól Filmowy ""X""",23877633
2098,Columbia Pictures,618929
2099,Walt Disney Pictures,1032620
2100,,2933910
2101,Lightstorm Entertainment,45568
2102,Paramount Pictures,1640329
2103,Universal Pictures,5652838
2104,20th Century Studios,1235519
2105,,2923254
2106,Outlaw Productions,384990
2107,BBC,171005
2108,Touchstone Pictures,129493
2109,,8499528
2110,Sullivan Bluth Studios,513090
2111,Jack Rollins & Charles H. Joffe Productions,1320650
2112,,10518816
2113,Filmauro,3477126
2114,,291610
2115,Orion Pictures,390867
2116,WingNut Films,21037
2117,,2967406
2118,20th Century Studios,606476
2119,Eon Productions,449547
2120,Imagine Entertainment,2093510
2121,Allarts,1815970
2122,Warner Bros.,697868
2123,,3131514
2124,,4672611
2125,Troma Entertainment,2077533
2126,Universal Pictures,4457806
2127,New Line Cinema's House of Horror,3038054
2128,40 Acres & A Mule Filmworks,73428
2129,Paramount Pictures,2351932
2130,TriStar Pictures,509676
2131,,12053509
2132,Toho,12000
2133,Silver Pictures,695227
2134,Warner Bros.,129444
2135,Universal Pictures,129524
2136,,129542
2137,Gladden Entertainment,972940
2138,,1433676
2139,,11438787
2140,Nelvana,6614818
2141,,6687579
2142,The Cannon Group,2886766
2143,TriStar Pictures,9375612
2144,Columbia Pictures,2353104
2145,Film Workshop,451877
2146,,2439288
2147,,6179287
2148,Artisan Entertainment,2876564
2149,,34585418
2150,Imagine Entertainment,1118829
2151,Universal Pictures,2541839
2152,Columbia Pictures,226682
2153,Carolco Pictures,55325
2154,Amblin Entertainment,213275
2155,The Jim Henson Company,3112996
2156,Great Oaks Productions,216072
2157,,961777
2158,Castle Rock Entertainment,7074043
2159,Columbia Pictures,21675573
2160,Thin Man Films,1430376
2161,Gaumont Film Company,264943
2162,,1812351
2163,Paramount Pictures,129619
2164,,2406074
2165,Universal Subscription,433414
2166,Warner Bros.,1179306
2167,Touchstone Pictures,156745
2168,Warner Bros.,64394
2169,Raimi Pictures,1839695
2170,Australian Broadcasting Corporation,571311
2171,Warner Bros.,5206156
2172,20th Century Studios,302970
2173,PolyGram Filmed Entertainment,246963
2174,Amblin Entertainment,176489
